Maximum, الأقصى ,Arabeyes Technical Dictionary
Maximum segment size,  ,Arabeyes Technical Dictionary
MDI, واجهة المستندات المتعددة ,Arabeyes Technical Dictionary
Mean, متوسط ,Arabeyes Technical Dictionary
Meaning, معنى /ج معاني ,Arabeyes Technical Dictionary
Measure, قياس ,Arabeyes Technical Dictionary
Measurement, قياس ,Arabeyes Technical Dictionary
Mechanism, آلية ,Arabeyes Technical Dictionary
Media, وسائط ,Arabeyes Technical Dictionary
Median,  ,Arabeyes Technical Dictionary
Media type, نوع الوسائط ,Arabeyes Technical Dictionary
Medium, وسط ,Arabeyes Technical Dictionary
Meg,  ,Arabeyes Technical Dictionary
Mega-, ميجا- ,Arabeyes Technical Dictionary
Megabits per second, ملايين النبضات في الثانية ,Arabeyes Technical Dictionary
Megabyte, ميجابايت ,Arabeyes Technical Dictionary
Megaflop,  ,Arabeyes Technical Dictionary
Megaflops,  ,Arabeyes Technical Dictionary
Meltdown, انصهار ,Arabeyes Technical Dictionary
Member, عضو ,Arabeyes Technical Dictionary
Member function, دالة المستخدم ,Arabeyes Technical Dictionary
Membership function, دالة العضوية ,Arabeyes Technical Dictionary
Member variable, متغيّر عضو ,Arabeyes Technical Dictionary
Memetic algorithm,  ,Arabeyes Technical Dictionary
Memo, محضر،مذكرة ,Arabeyes Technical Dictionary
Memo function, وظيفة المذكرة ,Arabeyes Technical Dictionary
Memoisation,  ,Arabeyes Technical Dictionary
Memoised function,  ,Arabeyes Technical Dictionary
Memoization,  ,Arabeyes Technical Dictionary
Memoized function,  ,Arabeyes Technical Dictionary
Memorandum, محضر،إستحضار ,Arabeyes Technical Dictionary
Memory, ذاكرة ,Arabeyes Technical Dictionary
Memory access, ولوج ذاكرة ,Arabeyes Technical Dictionary
Memory address space, مساحة عنوان الذاكرة ,Arabeyes Technical Dictionary
Memory heap, تكدس ذاكرة ,Arabeyes Technical Dictionary
Memory leak, تسرب ذاكرة ,Arabeyes Technical Dictionary
Memory location, موقع الذاكرة ,Arabeyes Technical Dictionary
Memory management, ادارة ذاكرة ,Arabeyes Technical Dictionary
Memory protection, حماية ذاكرة ,Arabeyes Technical Dictionary
Menu, قائمة ,Arabeyes Technical Dictionary
Menu bar, شريط القوائم ,Arabeyes Technical Dictionary
Menubar, شريط القائمة ,Arabeyes Technical Dictionary
Menu item, خانة قائمة ,Arabeyes Technical Dictionary
Mercury delay line, خط تأخير ميركرى ,Arabeyes Technical Dictionary
Merge, دمج ,Arabeyes Technical Dictionary
Mesh, شبكة ,Arabeyes Technical Dictionary
Mesh network, شبكة عرويّة ,Arabeyes Technical Dictionary
Message, رسالة ,Arabeyes Technical Dictionary
Message block, قالب الرسالة ,Arabeyes Technical Dictionary
Message board, لوحات النقاش ,Arabeyes Technical Dictionary
Message catalog, بيان الرسالة ,Arabeyes Technical Dictionary
Message digest function,  ,Arabeyes Technical Dictionary
Message of the day, رسالة اليوم ,Arabeyes Technical Dictionary
Message passing, تمرير الرسائل ,Arabeyes Technical Dictionary
Messages, رسائل ,Arabeyes Technical Dictionary
Message switching,  ,Arabeyes Technical Dictionary
Messenger, مِرْسال ,Arabeyes Technical Dictionary
Meta, أعلى ,Arabeyes Technical Dictionary
Metacharacter, حرف أعلى ,Arabeyes Technical Dictionary
Meta-data,  ,Arabeyes Technical Dictionary
Metadata, بيانات وصفية ,Arabeyes Technical Dictionary
Metafile, ملف أعلى ,Arabeyes Technical Dictionary
Metaheuristic,  ,Arabeyes Technical Dictionary
Metainformation, معلومات أعلى ,Arabeyes Technical Dictionary
Meta key, مفتاح أعلى ,Arabeyes Technical Dictionary
Metal, معدن ,Arabeyes Technical Dictionary
Metalanguage, لغة مترفعة ,Arabeyes Technical Dictionary
Metaphone, هاتف أعلى ,Arabeyes Technical Dictionary
Metaprogram, برنامج أعلى ,Arabeyes Technical Dictionary
Metasyntax,  ,Arabeyes Technical Dictionary
Meter, متر ,Arabeyes Technical Dictionary
Method, طريقة ,Arabeyes Technical Dictionary
Methodology, منهجية ,Arabeyes Technical Dictionary
Metric, متري ,Arabeyes Technical Dictionary
Metric space, الفضاء المتري،المجال المتري ,Arabeyes Technical Dictionary
Mice, فئران ,Arabeyes Technical Dictionary
Micro-, ميكرو- ,Arabeyes Technical Dictionary
Micro, ميكرو ,Arabeyes Technical Dictionary
Microcentury, 52.6 ثانية تقريباً ,Arabeyes Technical Dictionary
Microcode, شفرة ميكرو ,Arabeyes Technical Dictionary
Microcomputer, حاسب ميكرو ,Arabeyes Technical Dictionary
Microcontroller, متحكم مصغر ,Arabeyes Technical Dictionary
Microfortnight, أسبوعان ميكرو ,Arabeyes Technical Dictionary
Microkernel, نُويّة ,Arabeyes Technical Dictionary
Microlog, دفتر ميكرو ,Arabeyes Technical Dictionary
Micrometre, متر ميكرو ,Arabeyes Technical Dictionary
Micron, ميكرون ,Arabeyes Technical Dictionary
Microperation, عملية ميكرو ,Arabeyes Technical Dictionary
Microphone, مِكروفون ,Arabeyes Technical Dictionary
Microprocesor, معالج ميكرو ,Arabeyes Technical Dictionary
Microprocessor, معالج ميكرو ,Arabeyes Technical Dictionary
Microprogramming, برمجة ميكرو ,Arabeyes Technical Dictionary
Microsecond, ثانية ميكرو ,Arabeyes Technical Dictionary
Middle-endian,  ,Arabeyes Technical Dictionary
Middleware,  ,Arabeyes Technical Dictionary
Midi, الميدى ,Arabeyes Technical Dictionary
Mid-level network,  ,Arabeyes Technical Dictionary
Migrate,  ,Arabeyes Technical Dictionary
Miles, أميال ,Arabeyes Technical Dictionary
Mill, طاحونة ,Arabeyes Technical Dictionary
Millennium bug, حشرة الألفية ,Arabeyes Technical Dictionary
Millennium meltdown,  ,Arabeyes Technical Dictionary
Millimeter, ملمتر ,Arabeyes Technical Dictionary
Millisecond, ملى ثانية ,Arabeyes Technical Dictionary
MIME,  ,Arabeyes Technical Dictionary
Mime Type, نوع MIME: ,Arabeyes Technical Dictionary
Mind mouse,  ,Arabeyes Technical Dictionary
Mind uploading,  ,Arabeyes Technical Dictionary
Minicomputer, حاسب صغير ,Arabeyes Technical Dictionary
Minifloppy, قرص مرن صغير ,Arabeyes Technical Dictionary
Mini icons, أيقونات صغيرة ,Arabeyes Technical Dictionary
Minimal automaton,  ,Arabeyes Technical Dictionary
Minimax,  ,Arabeyes Technical Dictionary
Minimize, تصغير ,Arabeyes Technical Dictionary
Minimum, الأدنى ,Arabeyes Technical Dictionary
Miniport,  ,Arabeyes Technical Dictionary
Minix, مينكس ,Arabeyes Technical Dictionary
Minor fault,  ,Arabeyes Technical Dictionary
Minor faults, أخطاء صغيرة ,Arabeyes Technical Dictionary
Minus, ناقص ,Arabeyes Technical Dictionary
Minus infinity,  ,Arabeyes Technical Dictionary
Minute, دقيقة ,Arabeyes Technical Dictionary
Mirror, مرآة ,Arabeyes Technical Dictionary
Mirrored, معكوس ,Arabeyes Technical Dictionary
Mirroring, تصوير مرآوي ,Arabeyes Technical Dictionary
Mirror site, موقع مرآة ,Arabeyes Technical Dictionary
Miscellaneous, متنوع ,Arabeyes Technical Dictionary
Misfeature,  ,Arabeyes Technical Dictionary
Missed call, اتصال فائت ,Arabeyes Technical Dictionary
Missile address, عنوان الصاروخ ,Arabeyes Technical Dictionary
Mistake, خطأ ,Arabeyes Technical Dictionary
Mixer device, جهاز خلاط،تجهيزة خلط ,Arabeyes Technical Dictionary
Mnemonic, رمز تذكُري ,Arabeyes Technical Dictionary
Mnemonic key, مفتاح تذكيري ,Arabeyes Technical Dictionary
Modal, مشروط ,Arabeyes Technical Dictionary
Modal logic,  ,Arabeyes Technical Dictionary
Modal (value), قيمة التحجيم ,Arabeyes Technical Dictionary
Mode, وضع ,Arabeyes Technical Dictionary
Mode bi,  ,Arabeyes Technical Dictionary
Model, طراز ,Arabeyes Technical Dictionary
Model checking,  ,Arabeyes Technical Dictionary
Modeling,  ,Arabeyes Technical Dictionary
Modelling, نمذجة ,Arabeyes Technical Dictionary
Modem, مودم ,Arabeyes Technical Dictionary
Moderator, مشرف ,Arabeyes Technical Dictionary
Modern, عصري ,Arabeyes Technical Dictionary
Modification, تغيير ,Arabeyes Technical Dictionary
Modified, مغيير ,Arabeyes Technical Dictionary
Modifier, مغيير ,Arabeyes Technical Dictionary
Modifier key, مفتاح مغيير ,Arabeyes Technical Dictionary
Modify, تعديل ,Arabeyes Technical Dictionary
Modular, تركيبي ,Arabeyes Technical Dictionary
Modular arithmetic,  ,Arabeyes Technical Dictionary
Modularization,  ,Arabeyes Technical Dictionary
Modular Synthesis,  ,Arabeyes Technical Dictionary
Modulate, رنًم ,Arabeyes Technical Dictionary
Modulation, الترنيم ,Arabeyes Technical Dictionary
Module, وحدة ,Arabeyes Technical Dictionary
Modulo, مقياس ,Arabeyes Technical Dictionary
Modulo arithmetic,  ,Arabeyes Technical Dictionary
Modulo operator,  ,Arabeyes Technical Dictionary
Modulus,  ,Arabeyes Technical Dictionary
Molecule, جزىء ,Arabeyes Technical Dictionary
Monadic,  ,Arabeyes Technical Dictionary
Monitor, مرقاب ,Arabeyes Technical Dictionary
Monkey, scratch, قرد، كشط ,Arabeyes Technical Dictionary
Monkey sort, فرز قردى ,Arabeyes Technical Dictionary
Monkey up, قرد لأعلى ,Arabeyes Technical Dictionary
Mono,  ,Arabeyes Technical Dictionary
Monochrome, أُحاديِّ اللون ,Arabeyes Technical Dictionary
Monoid,  ,Arabeyes Technical Dictionary
Monolithic kernel,  ,Arabeyes Technical Dictionary
Monospace,  ,Arabeyes Technical Dictionary
Monotonic, رتيب ,Arabeyes Technical Dictionary
Month, شهر ,Arabeyes Technical Dictionary
Moose call,  ,Arabeyes Technical Dictionary
More, اضافى ,Arabeyes Technical Dictionary
Morphing, تحول ,Arabeyes Technical Dictionary
Mosaic, فسيفِساء (ص. فسيفسائي) ,Arabeyes Technical Dictionary
Most general unifier,  ,Arabeyes Technical Dictionary
Most significant bit,  ,Arabeyes Technical Dictionary
Mother, أمً ,Arabeyes Technical Dictionary
Motherboard, اللوحة الأم ,Arabeyes Technical Dictionary
Motion, حركة ,Arabeyes Technical Dictionary
Mount, وصْل ,Arabeyes Technical Dictionary
Mounting, تركيب ,Arabeyes Technical Dictionary
Mount point, نقطة وصْل ,Arabeyes Technical Dictionary
Mouse, فأرة ,Arabeyes Technical Dictionary
Mouse Cursor, مؤشر الفأرة ,Arabeyes Technical Dictionary
Mouse droppings,  ,Arabeyes Technical Dictionary
Mouse grab, قبضة الفأرة ,Arabeyes Technical Dictionary
Mouse mat,  ,Arabeyes Technical Dictionary
Mouse-over, مرور على ـ فأرة ,Arabeyes Technical Dictionary
Mouse pad, وسادة الفأرة ,Arabeyes Technical Dictionary
Mouse trails, أثر الفأرة ,Arabeyes Technical Dictionary
Move, تحريك ,Arabeyes Technical Dictionary
MSDOS, م.س.دوس ,Arabeyes Technical Dictionary
MS, MS ,Arabeyes Technical Dictionary
MTU, MTU: ,Arabeyes Technical Dictionary
Multiboot, متعدد الإقلاع ,Arabeyes Technical Dictionary
Multibyte, متعدد البايت ,Arabeyes Technical Dictionary
Multicast, إذاعة متعددة ,Arabeyes Technical Dictionary
Multicast addressing, عنونة إذاعة متعددة ,Arabeyes Technical Dictionary
Multicast backbone,  ,Arabeyes Technical Dictionary
Multiclick, ضغط متعدد ,Arabeyes Technical Dictionary
Multihomed hos,  ,Arabeyes Technical Dictionary
Multihomed host,  ,Arabeyes Technical Dictionary
Multihost disk, قرص متعدد المضيفين ,Arabeyes Technical Dictionary
Multilayer perceptron,  ,Arabeyes Technical Dictionary
Multilingualization, تعدد اللغات ,Arabeyes Technical Dictionary
Multimedia, وسائط متعددة ,Arabeyes Technical Dictionary
Multipart, متعدد الاقسام ,Arabeyes Technical Dictionary
Multi-part key, مفتاح متعدد الأجزاء ,Arabeyes Technical Dictionary
Multiple, متعدد ,Arabeyes Technical Dictionary
Multiple access, دخول متعدد ,Arabeyes Technical Dictionary
Multiple boot, متعدد الاقلاع ,Arabeyes Technical Dictionary
Multiple inheritance, توارث مضاعف ,Arabeyes Technical Dictionary
Multiple value, متعدد القيمة ,Arabeyes Technical Dictionary
Multiplexed, مضاعف،مضمًن ,Arabeyes Technical Dictionary
Multiplexer, متعدد الإرسال ,Arabeyes Technical Dictionary
Multiplexing, اتصال متعدد ,Arabeyes Technical Dictionary
Multiplex printer,  ,Arabeyes Technical Dictionary
Multiply, تضاعف ,Arabeyes Technical Dictionary
Multiprocessing, متعدد الاجراء ,Arabeyes Technical Dictionary
Multiprocessor, متعدد المعالج ,Arabeyes Technical Dictionary
Multiprogramming, برمجة متعددة ,Arabeyes Technical Dictionary
Multiscan, مسح متعدد ,Arabeyes Technical Dictionary
Multiselection, إختيار متعدد ,Arabeyes Technical Dictionary
Multisync,  ,Arabeyes Technical Dictionary
Multitasking, تعدد المهام ,Arabeyes Technical Dictionary
Multi-threaded,  ,Arabeyes Technical Dictionary
Multithreaded,  ,Arabeyes Technical Dictionary
Multi threading, تشعب تعددي ,Arabeyes Technical Dictionary
Multi-threading,  ,Arabeyes Technical Dictionary
Multithreading,  ,Arabeyes Technical Dictionary
Multi-touch,  ,Arabeyes Technical Dictionary
Multiuser system, نظام متعدد المستخدمين ,Arabeyes Technical Dictionary
Multi-way branch,  ,Arabeyes Technical Dictionary
Mumble, يهمهم ,Arabeyes Technical Dictionary
Munching squares,  ,Arabeyes Technical Dictionary
Museum, متحف ,Arabeyes Technical Dictionary
Mute, كتم ,Arabeyes Technical Dictionary
Mutual exclusion, استثناء متبادل ,Arabeyes Technical Dictionary
Mutually recursive, متكرر متبادل ,Arabeyes Technical Dictionary
Mutual recursion, تكرار متبادل ,Arabeyes Technical Dictionary
Mux,  ,Arabeyes Technical Dictionary
Naive, بريء،ساذج ,Arabeyes Technical Dictionary
Name, اسم ,Arabeyes Technical Dictionary
Name capture,  ,Arabeyes Technical Dictionary
Named, مسمى ,Arabeyes Technical Dictionary
Named pipe, أنبوبة اتصال مسماة ,Arabeyes Technical Dictionary
Named Stream,  ,Arabeyes Technical Dictionary
Name resolution, تمييز الاسم ,Arabeyes Technical Dictionary
Names, أسماء ,Arabeyes Technical Dictionary
Name service switching,  ,Arabeyes Technical Dictionary
Namespace, مساحة الاسم ,Arabeyes Technical Dictionary
Nano-, نانو ,Arabeyes Technical Dictionary
Nanocomputer, نانو حاسب آلى ,Arabeyes Technical Dictionary
Nanometre, نانو متر ,Arabeyes Technical Dictionary
Nanosecond, نانو ثانية ,Arabeyes Technical Dictionary
Nanotechnology, تقنية النانو ,Arabeyes Technical Dictionary
Narrowband, حزمة ضيقة ,Arabeyes Technical Dictionary
Narrowing, تضييق ,Arabeyes Technical Dictionary
Native, أصيل ,Arabeyes Technical Dictionary
Native code, رماز أصيل ,Arabeyes Technical Dictionary
Native compiler, مجمع فطرى ,Arabeyes Technical Dictionary
NAT (Network address translation),  ,Arabeyes Technical Dictionary
Natural deduction, حسم طبيعى ,Arabeyes Technical Dictionary
Natural language, لغة طبيعية ,Arabeyes Technical Dictionary
Natural language processing, معالجة لغة طبيعية ,Arabeyes Technical Dictionary
Natural number, رقم طبيعى ,Arabeyes Technical Dictionary
Nature, طبيعة ,Arabeyes Technical Dictionary
Nautilus, نوتيلاس ,Arabeyes Technical Dictionary
Navigate, ملاحة ,Arabeyes Technical Dictionary
Navigating, يبحر ,Arabeyes Technical Dictionary
Navigation, تصفح ,Arabeyes Technical Dictionary
Navigation key, زر الأبحار ,Arabeyes Technical Dictionary
Navigator, ملاح ,Arabeyes Technical Dictionary
Negation by failure,  ,Arabeyes Technical Dictionary
Negative acknowledgement,  ,Arabeyes Technical Dictionary
Negative Binomial,  ,Arabeyes Technical Dictionary
Neighborhood,  ,Arabeyes Technical Dictionary
Net, شبكة ,Arabeyes Technical Dictionary
Netbook,  ,Arabeyes Technical Dictionary
Netcafe, مقهى إنترنت ,Arabeyes Technical Dictionary
Netiquette, آداب التعامل في الشبكة ,Arabeyes Technical Dictionary
Netizen,  ,Arabeyes Technical Dictionary
Netmask, قناع الشبكة ,Arabeyes Technical Dictionary
Netscape, نيتسكيب ,Arabeyes Technical Dictionary
Netting,  ,Arabeyes Technical Dictionary
Network, شبكة ,Arabeyes Technical Dictionary
Network-address, عنوان ـ شبكى ,Arabeyes Technical Dictionary
Network byte order, ترتيب بايت شبكي ,Arabeyes Technical Dictionary
Network card, بطاقة شبكة ,Arabeyes Technical Dictionary
Network close,  ,Arabeyes Technical Dictionary
Network database, قاعدة بيانات على الشبكة ,Arabeyes Technical Dictionary
Networked, مشبًك ,Arabeyes Technical Dictionary
Network engineer, مهندس شبكة ,Arabeyes Technical Dictionary
Networking, ربط الشبكات ,Arabeyes Technical Dictionary
Network interface card, بطاقة واجهة الشبكة ,Arabeyes Technical Dictionary
Network interface controller, متحكم واجهة الشبكة ,Arabeyes Technical Dictionary
Network layer, طبقة الشبكة ,Arabeyes Technical Dictionary
Network layer reachability information,  ,Arabeyes Technical Dictionary
Network management, إدارة الشبكة ,Arabeyes Technical Dictionary
Network mask, قناع الشبكة ,Arabeyes Technical Dictionary
Network meltdown,  ,Arabeyes Technical Dictionary
Network node, عقدة الشبكة ,Arabeyes Technical Dictionary
Network number, رقم شبكة الاتصال ,Arabeyes Technical Dictionary
Network operating system, نظام تشغيل الشبكة ,Arabeyes Technical Dictionary
Network operator, مشغل الشبكة ,Arabeyes Technical Dictionary
Network redirector,  ,Arabeyes Technical Dictionary
Network segment, مقتطع شبكي ,Arabeyes Technical Dictionary
Network storm, عاصفة شبكة ,Arabeyes Technical Dictionary
Network, the, الشبكة ,Arabeyes Technical Dictionary
Network transparency, شفافية الشبكة ,Arabeyes Technical Dictionary
Neural nets,  ,Arabeyes Technical Dictionary
Neural network,  ,Arabeyes Technical Dictionary
Neuron, عصب ,Arabeyes Technical Dictionary
Neutrosophic,  ,Arabeyes Technical Dictionary
Neutrosophic logic,  ,Arabeyes Technical Dictionary
Neutrosophic probability,  ,Arabeyes Technical Dictionary
Neutrosophic set,  ,Arabeyes Technical Dictionary
Neutrosophic statistics,  ,Arabeyes Technical Dictionary
Never, أبدأ، قطً ,Arabeyes Technical Dictionary
New, جديد ,Arabeyes Technical Dictionary
Newbie, مبتدئ ,Arabeyes Technical Dictionary
News, أخبار ,Arabeyes Technical Dictionary
News feed,  ,Arabeyes Technical Dictionary
News group, مجموعة أخبار ,Arabeyes Technical Dictionary
Newsgroup, مجموعة أخبار ,Arabeyes Technical Dictionary
Newsgroups, مجموعات إخبارية ,Arabeyes Technical Dictionary
Newsletter, جريدة الأخبار ,Arabeyes Technical Dictionary
News reader, قارءى الأخبار ,Arabeyes Technical Dictionary
News Site, موقع إخباري ,Arabeyes Technical Dictionary
New talk, حديث جديد ,Arabeyes Technical Dictionary
New text, نص جديد ,Arabeyes Technical Dictionary
Next, التالي ,Arabeyes Technical Dictionary
Nibble, قضم ,Arabeyes Technical Dictionary
NIC,  ,Arabeyes Technical Dictionary
Nice, خلوق،لطيف ,Arabeyes Technical Dictionary
Niceness value,  ,Arabeyes Technical Dictionary
Nick, اللقب ,Arabeyes Technical Dictionary
Nickle, النكل ,Arabeyes Technical Dictionary
Nick name, اسم مستعار ,Arabeyes Technical Dictionary
Nickname, كُنية ,Arabeyes Technical Dictionary
Night mode, نمط ليلي ,Arabeyes Technical Dictionary
Nipple, حلمة ,Arabeyes Technical Dictionary
No, لا ,Arabeyes Technical Dictionary
No assignment,  ,Arabeyes Technical Dictionary
NO-DAEMON, لا-جنّي ,Arabeyes Technical Dictionary
Node, عقدة ,Arabeyes Technical Dictionary
Noise, ضجًة، ضجيج ,Arabeyes Technical Dictionary
Noise shaping, تشكيل الضجًة ,Arabeyes Technical Dictionary
Non-algorithmic procedure,  ,Arabeyes Technical Dictionary
Noname, لا أسم ,Arabeyes Technical Dictionary
Noncluster mode, نمط لا عنقودي، نمط لا خصلي ,Arabeyes Technical Dictionary
Nondeterminism,  ,Arabeyes Technical Dictionary
Nondeterministic,  ,Arabeyes Technical Dictionary
Nondeterministic automaton,  ,Arabeyes Technical Dictionary
Nondeterministic polynomial time,  ,Arabeyes Technical Dictionary
None, لا شيء، بدون، لا أحد ,Arabeyes Technical Dictionary
Non-existant, غير موجود ,Arabeyes Technical Dictionary
Non-impact printer,  ,Arabeyes Technical Dictionary
Non-inclusive,  ,Arabeyes Technical Dictionary
Non-interlaced,  ,Arabeyes Technical Dictionary
Nonintrusive testing,  ,Arabeyes Technical Dictionary
Nonlinear, لاخطّي ,Arabeyes Technical Dictionary
Non-optimal solution, حل ليس أمثَل ,Arabeyes Technical Dictionary
Non parity, لا زوجيًة ,Arabeyes Technical Dictionary
Non-polynomial,  ,Arabeyes Technical Dictionary
Nontrivial, غير مبتذل ,Arabeyes Technical Dictionary
No numbering, بدون تعداد ,Arabeyes Technical Dictionary
Non-uniform quantising logarithmic compression,  ,Arabeyes Technical Dictionary
Non-volatile, غير-متطاير ,Arabeyes Technical Dictionary
Nonvolatile, غير متطاير ,Arabeyes Technical Dictionary
Non-volatile memory, ذاكرة غير-متطايرة ,Arabeyes Technical Dictionary
Non-volatile storage, تخزين غير-متطاير ,Arabeyes Technical Dictionary
Norm, معيار ,Arabeyes Technical Dictionary
Normal, عادي،طبيعي ,Arabeyes Technical Dictionary
Normal distribution, توزيع طبيعى ,Arabeyes Technical Dictionary
Normal form, شكل عادى ,Arabeyes Technical Dictionary
Normalisation, التطبّيع ,Arabeyes Technical Dictionary
Normalised, طبّ ,Arabeyes Technical Dictionary
Normalize, يقلل التكرار ,Arabeyes Technical Dictionary
Normal order reduction,  ,Arabeyes Technical Dictionary
Normal vector,  ,Arabeyes Technical Dictionary
Normed space,  ,Arabeyes Technical Dictionary
North, الشمال ,Arabeyes Technical Dictionary
Northbridge, جسر شمالي ,Arabeyes Technical Dictionary
Notation, تدوين ,Arabeyes Technical Dictionary
Not between,  ,Arabeyes Technical Dictionary
Note,  ,Arabeyes Technical Dictionary
Notebook, حاسوب محمول ,Arabeyes Technical Dictionary
Not empty, غير فارغ ,Arabeyes Technical Dictionary
Not equal, غير معادل ,Arabeyes Technical Dictionary
Not equal to, غير معادل الى ,Arabeyes Technical Dictionary
Notice, اشعار ,Arabeyes Technical Dictionary
Notification, تنبيه ,Arabeyes Technical Dictionary
Notifications,  ,Arabeyes Technical Dictionary
Notify, تبليغ ,Arabeyes Technical Dictionary
Notwork, شبكة ,Arabeyes Technical Dictionary
No-write allocation,  ,Arabeyes Technical Dictionary
N-th Roo,  ,Arabeyes Technical Dictionary
N-tier,  ,Arabeyes Technical Dictionary
Nu-calculus,  ,Arabeyes Technical Dictionary
Nudge,  ,Arabeyes Technical Dictionary
Null, عَدَمْ ,Arabeyes Technical Dictionary
Nullary,  ,Arabeyes Technical Dictionary
Null modem, بلا مودم ,Arabeyes Technical Dictionary
Null pointer, مؤشّر للاشيء ,Arabeyes Technical Dictionary
Null string, سلسلة أحرف فارغة ,Arabeyes Technical Dictionary
Number, رقم ,Arabeyes Technical Dictionary
Number Converter, محول الأرقام ,Arabeyes Technical Dictionary
Numbered List, قائمة مرقمة ,Arabeyes Technical Dictionary
Numbering, ترقيم ,Arabeyes Technical Dictionary
Number sign,  ,Arabeyes Technical Dictionary
Number Theory, نظرية الأرقام ,Arabeyes Technical Dictionary
Numeral, عددي ,Arabeyes Technical Dictionary
Numeral system, نظام عد ,Arabeyes Technical Dictionary
Numerator, بَسْطٌ ,Arabeyes Technical Dictionary
Numeric, أبجدي عددي ,Arabeyes Technical Dictionary
Nybble, نصف بايت ,Arabeyes Technical Dictionary
Nym server, راجع Anonymous remailer ,Arabeyes Technical Dictionary
Obi-wan error,  ,Arabeyes Technical Dictionary
Object, كائن ,Arabeyes Technical Dictionary
Object code,  ,Arabeyes Technical Dictionary
Object file, مفل غرض،ملف غرضي ,Arabeyes Technical Dictionary
Object identifier,  ,Arabeyes Technical Dictionary
Object-orientation, غرضية التوجيه ,Arabeyes Technical Dictionary
Object oriented, غرضي التوجيه ,Arabeyes Technical Dictionary
Object-oriented,  ,Arabeyes Technical Dictionary
Object-oriented analysis, تحليل غرضي التوجيه ,Arabeyes Technical Dictionary
Object-oriented database, قاعدة بيانات كائنيّة ,Arabeyes Technical Dictionary
Object-oriented design, تصميم غرضي التوجيه ,Arabeyes Technical Dictionary
Object-oriented language, لغة غرضية التوجيه ,Arabeyes Technical Dictionary
Object-oriented programming, برمجة كائنيّة ,Arabeyes Technical Dictionary
Objects, الأهداف ,Arabeyes Technical Dictionary
Oblique, منحرف،مائل ,Arabeyes Technical Dictionary
Oblique stroke,  ,Arabeyes Technical Dictionary
Observational equivalence,  ,Arabeyes Technical Dictionary
Observations, ترصدات، ملاحظات ,Arabeyes Technical Dictionary
Obsolete, متروك، مبطًل ,Arabeyes Technical Dictionary
Occam,  ,Arabeyes Technical Dictionary
Occasion, فرصة، مناسبة ,Arabeyes Technical Dictionary
Occlude, يسُدً ,Arabeyes Technical Dictionary
Occurence, حدوث ,Arabeyes Technical Dictionary
Occurrence, حدوث ,Arabeyes Technical Dictionary
Occurs check,  ,Arabeyes Technical Dictionary
Octal, ثماني ,Arabeyes Technical Dictionary
Octet, ثمانية ,Arabeyes Technical Dictionary
October, تشرين الاول ,Arabeyes Technical Dictionary
Octothorpe,  ,Arabeyes Technical Dictionary
OEM,  ,Arabeyes Technical Dictionary
Off, مغلق ,Arabeyes Technical Dictionary
Offline, غير متصل ,Arabeyes Technical Dictionary
Offset, زَيَحان ,Arabeyes Technical Dictionary
Off-side rule,  ,Arabeyes Technical Dictionary
Off-topic, خارج الموضوع ,Arabeyes Technical Dictionary
OK, موافق ,Arabeyes Technical Dictionary
Old, قديم ,Arabeyes Technical Dictionary
Older or from,  ,Arabeyes Technical Dictionary
Older than, أقدم من ,Arabeyes Technical Dictionary
On, يعمل ,Arabeyes Technical Dictionary
On all pages, على كلً الصفحات ,Arabeyes Technical Dictionary
One-line fix,  ,Arabeyes Technical Dictionary
Ones complement,  ,Arabeyes Technical Dictionary
One-Time, مرة،مرة واحدة ,Arabeyes Technical Dictionary
On even pages, على الصفحات الزوجية ,Arabeyes Technical Dictionary
One-way function,  ,Arabeyes Technical Dictionary
One-way hash function,  ,Arabeyes Technical Dictionary
Ongoing, جار ,Arabeyes Technical Dictionary
Online, (شخص) متصل، (شيء) على الإنترنت أو عبر الإنترنت ,Arabeyes Technical Dictionary
On the line, على الحط ,Arabeyes Technical Dictionary
Onto,  ,Arabeyes Technical Dictionary
Ontology,  ,Arabeyes Technical Dictionary
Opacity, عتمة ,Arabeyes Technical Dictionary
Opaque, معتم ,Arabeyes Technical Dictionary
Open, فتح ,Arabeyes Technical Dictionary
Open box testing,  ,Arabeyes Technical Dictionary
Open-collar worker,  ,Arabeyes Technical Dictionary
Openid, الهوية المفتوحة ,Arabeyes Technical Dictionary
Opening,  ,Arabeyes Technical Dictionary
Open source, مصدر مفتوح ,Arabeyes Technical Dictionary
Open switch, (زرً) مبدال مفتوح ,Arabeyes Technical Dictionary
Operand, مُعامل ,Arabeyes Technical Dictionary
Operating system, نظام تشغيل ,Arabeyes Technical Dictionary
Operation, عملية ,Arabeyes Technical Dictionary
Operational database, قاعدة بيانات عملية ,Arabeyes Technical Dictionary
Operational requirements, متطلبات عملية،إحتياجات عملية ,Arabeyes Technical Dictionary
Operational semantics,  ,Arabeyes Technical Dictionary
Operational test and evaluation,  ,Arabeyes Technical Dictionary
Operational testing,  ,Arabeyes Technical Dictionary
Operation code, رماز عملية ,Arabeyes Technical Dictionary
Operations, عمليات ,Arabeyes Technical Dictionary
Operator, عامل ,Arabeyes Technical Dictionary
Operator overloading,  ,Arabeyes Technical Dictionary
Optical, ضوئي ,Arabeyes Technical Dictionary
